name,place_id,city,county,category,address,website,phone,rating,reviews_count,photo_ref,heat_source,cold_plunge,outdoor,private_rooms
Free Soul Sauna,ChIJmXv5ruXfZ0gRv6oRbr5wNZo,Wexford,Wexford,Leisure & Fitness,"North Beach Car Park, Cahore, Co. Wexford, Ireland",https://www.freesoulsauna.ie/,087 366 2055,5.0,50.0,ATCDNfXSgrcF5CWW7mK911bG6dwyCFXvoPf6tC-4QdJO10B4sfO_VUzE-zWbg0YUjK6CpSKJbYhpgI00lPJEdG5VLI7WTF9neJ_xpeeqDxOQdtp5GS87kpnT591TKJIWxLvXs9Vl8MWu76SWEDW5kou8BUldkz4aHWmXLIgjHFZl38Pn0P0JHh3N8oUUsvnKIAl7Fw15KnRuZbHinsVXOeV7LTn8S6dJugVFC76s0ylrCMa5wZSTafa_exoKj484PWC7ZcGjYT9spHveUSH_dpG4P9PiSH7nPFAk3drShb_P-DzZanvIhLF6kLBAc2QGCes-nD47WM1rB_n84SwhbTRp6ALvc1GFOFks504jUtps_Fp5XrIOTS8guhw9XsCerE1ip_UC6AyHN-UaOv7BVjFj4ZcmgX0b5BNjxnGVg1sRuaGWWNkHyh_-cZFzbvMVd7Oj,,False,False,False
Cedar & Steam Sauna | Ballycroneen Strand & Guileen Bay | East Cork,ChIJg-uuHMV_Q0gRLX2m-H7WJE8,Cloyne,Cork,Leisure & Fitness,"Ballycroneen, Beach, Cloyne, Co. Cork, Ireland",http://www.cedarandsteamsauna.as.me/,086 124 9179,5.0,47.0,ATCDNfWqUBNuWw23XGRcD7arFQ0wIwlIK0Laylhie5FOAKxLvCfd13jXHrx9v6gJ4YFTV9crMgo8zeQCBu7xcSflMFkdwg-1F9el2HXYoBHT4XOVYK0SxplGy2YXWFWTT086ZLBa-xTTRLOtowUvAs08Pircchaahzxfq3BptQ-rwCHyt8o8j1kUGdsbP6CE49YeJdXf7YpA0bProIod0f2Czptj55ix5DcaIGotj_sIbkisMkyrxdzanvRjUGZYXzaoghNLBpYydpyHR23Goz6wlqDUTkU9YicJ-j3zY-VYaNZw1w,,False,False,True
HYLO Sauna & Ice Baths,ChIJQ6i8ewCDREgRBkSZeL_qchU,Cobh,Cork,Leisure & Fitness,"Carrignafoy, Cobh, Co. Cork, P24 PD32, Ireland",https://hylosaunasbooking.as.me/,,5.0,44.0,ATCDNfXbs0RA0B3I6uP0eY1TzeJk0vO_YvxWNbl8c8QUZAMgndgoI_MPg6HC1jCO5sWwJuqGE5Tp9R5--vgsyBQLdj6ddOnbyfPGiC5zJPj6fFoGg-hEK5Xy0yr1jmsJeLn755J_Ap9RPRBbtD25F5lpMWfrVAgNUI0la3DTrDLXYT6gXhy3rGRgSVUhd9a1aje4a2uiSREZufZyt5iKEFEkE74MQ8EZhHUowF8DW_iTljoIVg1gS8lwCd01aQ3ccwWMBaiViN_I8MxUZCKXZC7rwsLhGmFj9ZhAgmR4p5qffMHCC_LjMTYhdnAvsGj5mKy6stscQ0XpHMyD2weIQX0E6oc98SvsXy55I7jHkQsBh_ApZSLgp3gcZiWDYpTZyDHz4FTs7eCAnYbOvFBpmm_9c9dnzXfl4FRrgCxM112jk6Yi353vxg5dqk-VtpfBGVjC,,True,False,False
Sona Saunas,ChIJF0meyv3lT0gR4p8jOZYHLLQ,Dingle,Cork,Leisure & Fitness,"Ventry Bay Beach, Cantra, Dingle, Co. Kerry, Ireland",https://www.instagram.com/sonasaunaventry?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,085 750 2205,5.0,44.0,ATCDNfWYP_z43TV8cfypIBWtyMlsabvcrSedbDg3x34G8RuJ5aorttLTp00D7GOmAuXfoRnyXJIBUzruTBQyDhGycZrm69quDV4WwzDjkN_TyBOk16rN4hLmbDKITf8X075uAQBcFu6bMlvx0jsWlk_9RAoZS77Db5XtxcKQXKg5Xb0wHcj4JdcyeozBwOPccwElLicW1nJJPUPwomH0uQMBzjux_QG80-uQCqW78ZQUYfg4Cy_Io0PsOnKMgk3h99ZJRkFy4W3ltM5fmw803Jb78EtFZ_dQjcp4HRcHmmvK-xh93Q,,True,False,False
The Swilly Sauna,ChIJdXGCjcP7X0gRMCg6YfP7dtw,Rathmullan,Donegal,Leisure & Fitness,"Main Beach Carpark, Rathmullan, Co. Donegal, Ireland",https://www.instagram.com/theswillysauna/,085 116 7001,5.0,44.0,ATCDNfXNWaUjquQtDZTB--Enyao_-25Y_ZOW6PKQ2VuXiJULfgrWgVW_ZynrX9g71XA9Uu4vW7QQaOnAGarll9O6hg9MRsM7RtHNi1v0J5Vkwj92b6i21RcJEgbzSDPheNxRk7LCADQH6eEK5wnPb6Qagi0XZcNyNivhRrwBRc8MtAVSXeId6MFlm8sFgdTKhwI5_cfD1SCimjE4HC5K0Bw5kcXeIXvQ4cK8YGzDP68AE5byasP1c54RACd2S5amA9DYU3iUEgSiv7YH2TyJ0c-_KbVqpHLalaDnZDEJs66Tp0lzTQ,,False,False,False
The Barrel Sauna Tallaght,ChIJw4TN8-QLZ0gR50r81ExFA-Q,Tymon North,Dublin,Dedicated Sauna,"Unit GB1, Sitecast Industrial Estate, Greenhills Rd, Tymon North, Dublin 24, Ireland",https://www.thebarrelsauna.ie/,086 201 7720,5.0,44.0,ATCDNfUUe-EtRJ2ALa2glwhRd_0FJMVYAUd2ydN-82rMGdCBufUDLIRsGHSrgUnYaXqOTyBQZFGFMfklCp_GVFi0x2Lp1epF3AvqBaIFPoa9CSo1E_hrm3AMeyNNOrzNfaUwmJkROJbbyz21b5M10uXEmBSfVxnTEjbj81UHfWN4VX8U7N0ZkwdfdjzVenU4L0tv6OH1bd0jrZbcjniM0j5eXYw3JaG7a_Ez0ouuJKrkLYOUVu1dF6MiqAPfeG-HpJWbnkxKZSK0H8Kr9sb58z6k5rQ2OYBMbR3wJNfZIVyVpuWvOA,,True,False,False
Heron Sauna,ChIJCf8AYWSzQkgR40SdhaiTQ3M,Carlow,Carlow,Leisure & Fitness,"The Quay, St. Mullin's, St Mullin's, Co. Carlow, Ireland",http://www.heronsauna.com/,,5.0,41.0,ATCDNfW6kXhydOgZRtoBve0GswKBTerUaKOW60hMr0XPZfZspBnZdntim7ekWlt6E4o7gxDcTdf5KGstx7_8kaP9SHusLJmG4VLFJh-Pm96XLdzYDBduYaP04CHtxYD0_BH_rLNiEO7fkEJ6psY0qlztD7H85aBsYD97nUiiAx7c-HxrvW52xwHUEiZHTw8UR6GjGvhD-4l8qqtX5SuqLY8S7SVCcavAzaVwBgTSYhpdN-2y7V9Am-cFujqlulPcf2eUZPHcP-1QxLbVpg5QGEEMxc8P1elq4R7LN9Xy0BtBI1OR8w,Wood,True,False,False
The Boat Yard Sauna,ChIJp2l3mKuxZ0gRqZi1-LYxLyo,Wicklow,Carlow,Dedicated Sauna,"Wicklow Harbour, Corporation Murragh, Wicklow, Ireland",https://linktr.ee/theboatyardsauna,087 718 4176,5.0,40.0,ATCDNfWtoamCuYuHf_scsxP05ROO-wGTl8izcZkDlB58PXDeNCzs9asPxFJkL6aQyormBXeahYlFlHlDW5Elus3bVrAF8bYgSDDGwNomKYURUBKp8e-HChdH-aeaF_I-6gXnVgRVKC2z9cQYriTe4NCNLKFGe4VZ6JUOaRVtuPmqfh5rXOOGnunL8w0wYGePxC4B2GCBGOFteerGwiEo9uFbK_lbjlQidE8tKnndxqsJ6ZGDLJ36wI-Bh4jkLS1UOAER6Z7ylj3teT7p5TGqMMPhSueKgmNgTvD_5DwPBu-jAHE25fVjulherH0jXB97whIUB6zWuG-tpHaMw9Pt4xd5oKfNoq6uJ8j9Uj-wByptqAQzSipVPGuxT2bDZ7O63fudww1VrY2pNgIwZ8kA4kCO06kwK1c78anVrgOz39N0T4Y,,False,False,True
West Coast Sauna Co - Enniscrone.,ChIJL0grE8ExWUgRBs7DJpTZpFU,Ennis,Galway,Leisure & Fitness,"Cliff Rd, Carrowhubbuck South, Enniscrone, Co. Sligo, Ireland",https://wunderbook.link/WCSEnnisc,083 363 5074,5.0,38.0,ATCDNfWfxHZuUpUNx6vGM8_L7FFC3Fgve6xvQmAscYsUBf1lxc2tMxs7gDVGGrvikOzIKLh0ovYWaKqgrZnhIoZ4ltpKo5jCtWNTcgOuKXCiUaRMl_5pY3HozDufTTSiMWT-jCP1pu0eFmTcmJJBaKP_bAk7XTR0CYZfDLvxlBDV7Kjt3jd6lp1pWlTppfbHxdXhtgZ2TFMNesBkPUJ--tVb_XKOU3PN0NDUcYY1bNA66gRQK__8DSDAQ3i-0ia8wCGiu4dWN6aFDNqu9ApFUVokHlo1zX5owvgT4ceZJpVtoOWfmw,,False,False,False
Anam Sauna,ChIJ4Z3VruaDXUgRRSJVqsWlt_8,Co. Kildare,Kildare,Leisure & Fitness,"Rathangan Industrial Estate, Rathangan Demesne, Rathangan, Co. Kildare, R51 P274, Ireland",https://anam-sauna.ie/,087 433 9062,5.0,38.0,ATCDNfWMtsq_r6RK4rAkbUuSQVpaXZ6dSC8MSt67d453_XVSq6-Y8kDGKnwpS8R6IM-iJOaYxgeLKP1g8Rv9WmgbHBeTWy91cjC_kEuZh7d4asIpN7swl195oypAGpOsNW_A6UMwbDhlV_K2mkRw8Hbx52oKZ6PylEQDOIARauA3kgSZK_tNtNEjjM_YmOGXEgT9lfKRJ85tsJkPKPkx08XSjpUti4_BPAxBev9EuMKBSnw59gWcnAI4dE2Ks8qaEaN00dYliPUZ4c61tcxT4A_Joyv5mj33IxAepiGB7o8zRSmF0g,,True,False,False
Axe Club Glendalough (Sauna and Axe Throwing),ChIJu7lXKJa9Z0gRIH_ZAE7wfNU,Wicklow,Wicklow,Leisure & Fitness,"Axe Club, Brockagh, Glendalough, Co. Wicklow, A67 K3K6, Ireland",https://www.axeclub.ie/,(01) 517 0199,5.0,38.0,ATCDNfWYPUzyKRD6V9aETw7xxAGrKAxflyS3CpR9vP5WsdZ1wDRkZJxsH8BtdyCKiQAi0T4vQLc0WjQK_6j-GhAsBX_yf3MZ7ta28jMhgdA9nSGGKrix8SRNqUDQm2h3TwX0UYFqopS1l2BPjuv3-_06qHUx0mPhUtZFaaeR04skOGkGCWQSr_HZsJoPWtIKKUduaXLy-NWpRU-u5Nl4ins4cjTLkPwjbGYQFQiQHHafdYbhl4zLkvq4ZHcvnyb6Nrb8bjGGxdil0_jqqoriy-64V1dzVEsdAaIVnMsBl4MhLTfyxQ,,True,True,False
Woodfield sauna,ChIJjaxUGdNpXUgR04F60Y6chlo,Carlow,Carlow,Leisure & Fitness,"highfield house, strand road, Ballickmoyler, Carlow, Co. Laois, R93 E6F4, Ireland",https://woodfieldsauna.com/,083 861 6882,5.0,37.0,ATCDNfVoES0BrVxGDUBASUpapSUTe12ixH2DL9X7DiEbk8VsWCrhIChJqxOqa6u1PwFyzJzyEJWG9vbJOCu2wc2S5lT96sFB2xL8i3MoewXat9PygVVIWqrsayuHiIRvWt6by_6LIj5PibGrCm-tGmcUghqqntULf5uZxJRg7KL2lWfPMBtUOLpsiGUTIz8n1XINVE6dqhco4LtLveevwNxAXihGY_GiTlTTnrX2TpeiVOvMEyOyupk-Bgh-IjFvtHXRnXDvEj4KSdQ1txabMUFqr3TbC7aLv02JDSxYPWVx5JvbGq5qoUW0d0QGMnbW5NMIq8FfN0YSWzeeBo6lFDn4MQDZc2pph1mmdPrA9wlsqlfwRPIF2ly4iAn6JzqKhmVdkbUB2B6fCsYMWskwGRwmgSNIwSKMz1E5k0TJSZBekizxDk0,Wood,True,False,False
The Spring Saunas,ChIJsUYwsVp1Z0gRz0QjEV-ebXc,Co. Dublin,Dublin,Leisure & Fitness,"Coolmine, Saggart, Co. Dublin, D24 N282, Ireland",https://thespringsaunas.ie/,,5.0,36.0,ATCDNfU8x9R4ofPSiO2GFHc_xH5_kl2VJiLfk0xc7_y2hWvYcq4V-7CE3nozV8YFfc9yz40n_z2U1expOVb2k8dqTmt2OSaFhhHk3LS9Yw17KEVAshUYZgUJZb8PDG1QrpgH5mgGtIYMDWvup8Gb0NKuYuL3Onw3SViwlUKeufsnmfwJztgJY6BIpPdTDeZzMGKSrOwk9zklu5bGExkda0lSKjsTx13N17By21YtD10iTbv0Jc6-jFWdSR7MWdZ7DJpbzaNKj2uYDDvKiB-Ejag_fpug7xxh19gxAGAUqwsiKb9F9w,,True,True,False
Brandon Bay Sauna,ChIJV9J4fAOtWkgR6PzLRm8tJ6M,Co. Kerry,Kerry,Leisure & Fitness,"Fahamore Maharees, Fahamore, Castlegregory, Co. Kerry, V92 A3Y6, Ireland",https://www.brandonbaysauna.com/,,5.0,36.0,ATCDNfV8PEmcUG6H9ZaG6mAx_FJ8H31kGluXHExpaJJDkoZtSkWg62H4ZHdlztnKvgo4fgyOs4VBQ5zItpKY4m9kmB4IMK0O2rjnrOo9xqMV1r6-eBLWErlit7MSNKTwTV4fYFHWUtchsN7vQLUGQYyry7e0pdj0m2_QruEW8NT-4vxweJgeeSKxSh4qaAh_ZyxAQ-80OKe1ASd_X0ML981TQyJNcOK1oajNHHXUfbaCib7UdKtwG5v7RwW6t9-irh4_5-hrDABh-NZtSk_SGYjZXykGHO5Wk_AnnnV7o-DW5i5drg,Wood,True,True,False
"Coastal Roast Sauna and cafe, Garrettstown beach, Kinsale, Co Cork",ChIJdZfJnnZhREgRo2RQKLFRv3M,Kinsale,Cork,Leisure & Fitness,"Garrettstown, Kinsale, Co. Cork, Ireland",http://www.coastalroast.net/,085 732 0525,5.0,35.0,ATCDNfVtMaVkkHxAp4Zv7PN81MIzHGdiYSuzYp4XF0pjY-Y3E2MD7ac_ew7MrxNFmTUwIi7klUs1_gVqVDLqCCuUX88nj3E2adzx9cuRipaD2KdM0UXvsE6Up1XvxahX39R5DmZLu-Nt7Uzm8B0QeGxISYxPZleXXMidQ0395MVWoaqRGDQbjTNJQSiBnBjiz3Bw3NMGnVyx2NfnV6Y_8l6xLmyvK46-jOcIdEwlcwxInJl8DLgCyVhfziRRNAhdJ8cLfeHJfr3bJMc_3WiA-p_nb5o2vBoweFSlB6L5Y49NBZR9-A,,True,True,False
The Evergreen sauna,ChIJTd0ig31jXUgR9PhE6R1gLSs,Co. Kildare,Kildare,Leisure & Fitness,"Crookstown Upper, Crookstown, Co. Kildare, R14 YK44, Ireland",https://www.theevergreensauna.com/,083 129 4133,5.0,34.0,ATCDNfUXeqlrbKvISIDYaI4oOdv9yh982QljO3DnQfieJ22HygutV4uK-ikxGTMRZHUw9D3Vd_aib3C0mlaXOJ8ggdbOcvvcsWPJjTchrClKEWnRuwelvYbJwjevFDGRmifgNh0VhAqqKCH3p23a5XsDNjLXPyK898nv0FdJ-BO0B5ySJPl5Qcgng5WyTFcrnwuadNhwCs08t81wuBeKtud70NlXgOJB2no9KJ2OMsu81-G2yshu8RPj8TPUg_2yIOFpQvQV0ZEd5W0tpagNl-umgOLRclfYQHh2_vQJLagG7URHyA,,True,False,False
Sauna Heaven,ChIJ7dJHt-JxZ0gRvpD1eICWYj4,Co. Dublin,Dublin,Leisure & Fitness,"The Village Store, Main St, upper, Newcastle, Co. Dublin, D22 XV50, Ireland",https://www.instagram.com/saunaheaven?igsh=MXA3ZW10Z2N1aGlpdA==,085 808 1838,5.0,32.0,ATCDNfX2IM1Fo_H6GwmzxRXp78XkJoBXsf25jAfoZg1WBEQmdOy0zNvZGjiJ__8FVQVibX21BmadO9aJsz9FZR_vCrJV_Nuz5p1YVZ5sweOUFftCi8YgLB7v4e-1et7h6GvGznd0DTkpVOaBwvNbcN5rq4_yTGcpL88txb5SmSembGJdrPJQIuT6NauL3KR2_tYw-Mrt-HBIiiT1W8adygcDEqiOr5s6XDd0tqKcJfFPiBR5E62Af0UAjCtbvgb78JwKIFEQFMwBa-YX4dLVyN-jX1R6s4GX4MYk46Ab43sBR906kg,,False,False,False
The Sweaty Sanctuary Sauna,ChIJa8GlfNJ_Q0gRLu5dfg_Fzcc,Inch Beach East,Cork,Leisure & Fitness,"Inch Beach East, Cork, Ireland",https://thesweatysanctuarysauna.as.me/,089 489 0790,5.0,31.0,ATCDNfUo9dchxgKrtjtZlKUP_aTaH5lt9cb0fUZQiCa2hOKuXj6Kjiup2bGaAgbPp4GhWJHJCmjeME9q0jCf58MPz7rKxhoTyZqLJ2YMmDh7pwvAKwkog7W4vXD_wmLulHLZzVP3DZ27W-ClnkhnVHqQFsuSld3I0pLXDxJzn6BS5vjkooLASZ55coh05qVcoaTMS4S1lpPxP6HPo0-d5cyplhpkt3wdswUhvUADZUWxog0bZyw-xWGppojsIus7OgIsYcLw2HwMIwlSOEnCV-3dbroWOQlVoGOmsNmHOsAbmsXsuA,,False,False,False
Sea View Saunas,ChIJf5Xewos7Z0gRKdbiCAexXoM,Co. Contae na Mí,Carlow,Leisure & Fitness,"Bóthar an Teampaill, An Inse, Co. Contae na Mí, A92 A2P8, Ireland",https://www.seaviewsaunas.net/,083 150 4700,5.0,29.0,ATCDNfWKuT8axvr-J1P__aVMLXEJa_u9UNgo2AFEOUaI0o3YqvdlLBAtXUinO8sttZgsGAc2e4VGR3Jndp2Nhtn6Zb1o5o1Brc35mSlgdziobJNwxVRpi5AuDiJr7wRKoe0CEZ4uKD75B1oOmc-ePia2mv2VXG2wdG10-yDAz2UZPXeqDI-tRwcwatw5s1Wk884qFb2bE5B9PWirjklxAtBCtZUfLqa-soM9YVG0bb5x7FUQ9KyPeeHsZPZC5aTO4-t1snPgKOYz9ZHqAOs-6Yc4DnzhVck8u_uhNIRpl3e8mfos2A,,False,False,False
Wood Fired Sauna Roscommon,ChIJBYGHUbSpXkgRmiDCrd4mrDU,Roscommon,Leitrim,Leisure & Fitness,"Errit Lodge, Gortaganny, Castlerea, Co. Roscommon, F45 EK28, Ireland",https://bookwhen.com/woodfiredsaunalougherrit,087 784 7809,5.0,29.0,ATCDNfVx4mRcrtal_s0cMpHF9Q3a4Nt8NEpND_WYmBA77yPXEuLWIN1sAtVAoYIZvtV9_VAY8_jD_cFE-0hGIpiHd9GKudGDmpUwQVfO6OhvnWH4WoNkXKBUUkvSSPMapfSKVtoGUu8OcM6ekZfWSgl0TCF-Lt6sbJQ-KQkCj9mKYW1JP6bFLlfYUCW0CZpwQPyMsxJBDtE1Qz8qfqU7D4RnSrQjXeW3YNzWi48yHWoxyFObvcn4BTGUtX9pv2UCcT_LrnCxqMYVRWtc2e4xU-wwg8Q4ZTW2fyaP8aUliMq-m9qjgtJ5SLio65RaycgH74rOl_5UlIcCx6Snmek_PmVotpNwmaXsjG0F-X78TlGRILFAF9W8zvP9qsrwRjd4lgTZLuCRcKmq03vYDcfoz1kyfr1QH4UHBmJRWmuWzY-nEZWdv2o,Wood,False,False,False
Helios Sauna Rosslare,ChIJ10KUCoMZaEgR_bYKiRRfaXI,Wexford,Wexford,Leisure & Fitness,"7J98+JJJ, Walsheslough, Rosslare, Co. Wexford, Ireland",http://heliossauna.ie/,085 824 6943,5.0,29.0,ATCDNfXVEBFKLCa63FMTEBre6hrDF_DF7edDXhaPGpvq4c6m6t7_iYS-7XZ7WC84mwu9oSaSVrH2PHFInv674MYEH6Zik_7_SR2r8c9BjTwUVJwsizPC6SUz44l8jebpARcvMOgqF_d7kd7J8LcWiKVQCA3pKjwm9ebbUn4NpPq6VMOtEtyKS3wwzGYJkcjUgC9n6ekXMsTvwRa2IA1MUdsRytSsWyIB0xTC_66CMVX7JUgzbdrfDUb6-2HqWN1M3vuoWuB14YTOMlD87OVdrPvBZQvsemN9OBhaTob8MBcnUxh8BA,,False,False,False
The Hot Rocks Sauna,ChIJW7T-piz5YEgRk3Kbk-e9-z4,Aghalee,Cavan,Leisure & Fitness,"2 Derryola Bridge Rd, Aghalee, Craigavon BT67 0DJ, UK",https://thehotrockssauna.co.uk/,07521 272985,5.0,28.0,ATCDNfUMa-ZyLLlKqQ2EClpzN_xxFrHECs-iLwYD6-8fijBklA3wnB07PqVGQHrP80YTO86er5yPqfYsbj22qD0AGoURiztQVWze0Zv9fZ0P7mJBpXqiOahqRN42Xlqo4wPsWpfOz4Qc1Hj1xSa09AkKqcqr-noqNv72O1s5XkBBEC2uTvLtHOdW2RFzj6CszOdgdzKZa-AaJuUYfn70V_jItGMb-v3r5HkwlIzGlye8_PM1hyDK0PHssu9VX6dWUOeyv3cSUcHoreVIAudr52PsKICv7fUPEco2C8BsWPiyqHtEVw,,False,False,False
Samhradh's Sauna,ChIJLy_mAmFbRUgRFhqHHPwxog8,Co. Kerry,Kerry,Leisure & Fitness,"Glosha, Cromane, Co. Kerry, V93 K2C5, Ireland",http://www.samhradhssauna.com/,,5.0,28.0,ATCDNfWHiepKzHQ2egliyaKdgPcXHF94mJ-ABbveoNVhtzMaSd-2NAyHf6Ob4_43RiYHeXvT4BBx3JnvKoVJxhzuyS6l_ghgi5JEHm1a-LWzsaxZrUay4A4iGpdwqH6eh3_IBcavzRddMf7_7OgSv3h7SsQcG1Ew-WsnCn-A0dkcrBmERxMeCpvC6DVx3m2h9gNZiUIGb5vdPK0DIKOwNn73JwJCdNXlwFvtOsbG4FlmTBjIJe3mFrWYEPxxZ15RqEvQ9wrAnpgHiO4G0pTyGCC_0xWEZjASkyKosb0pewADQZdtrA,,True,False,False
Sliabh Liag Sauna,ChIJFVK-FBkjX0gRoNyxZnDOOno,Teelin,Donegal,Dedicated Sauna,"Pier, Rinnakill, Teelin, Co. Donegal, Ireland",https://sliabhliagsauna.ie/,087 104 6567,5.0,27.0,ATCDNfXy-h8tg7XBBWkQ6VG5qDVgoTCHOqlAsqCj7pPXsmDBBzJy0RJRzwmq9xv6oXJFbq5OPa3JvrfdgX-aumVHlC-0_mkvzOEzV0Pslhy7KBGUFqUORcT-hPU0CWJ91NyjN1-T-IHU1bX3UM5IkbS3QWmuYZnqK7KvKHnX55DVlQTzh722E5E4H0G19M8fSGRJUmqaiIw79OcgAHApChfodVWgEHiqo9rY1HSl9EIDqTvg4aRxclm4MrRqKQy3dJCC1lYY2FaLCbBpPSDAIcGsfrg7reEFvY5-CTbqV7Z61tzV5w,,True,True,False
Sauna Castlerea,ChIJPSiLWEIdXEgRJ0K5UxhVzAM,Roscommon,Leitrim,Dedicated Sauna,"Cloonalis, Clonalis, Co. Roscommon, F45 N400, Ireland",https://bookwhen.com/saunacastlerea,087 092 3195,5.0,27.0,ATCDNfWu8OkR5v_by56zCGnc3t4AWX-eTj3UqRbdMf4C0YZ_9uW2rJ-hZoEXOKmU_VgecM5GJpJTmwHr127cLmFVRhrdP8yeSlRBEkFe4HmWkd8kRGo9ltkuOk9DIM1m0ZW2kbCCD2JX2WbCKero8BWfIOFAIdM1mqEbwKeEZAFmM1Q0ktS6ZTnItU8aV9UxLaOe-8wF_66IwUPnwSxjE73td8HiYmzdxdZeADRe0OMrbGmiLz7z6FnJcOr9-0f0Q4tizQmzm_qzUI4KBzLs2-B7uZV3lgEum3eXoXgZ1nGS_ebRvJM58zzABHubh1jbEIvOLR07vWUf86T1NDuaoAkNkoPBBMZzqf_szWSacVnDtYrprh91ul5mTD4KrzVvhQSW3W9v1YvrtFgOblMfj-nR5dEXAvQjWNtjOeEsGtrhhbWpww,Wood,True,False,False
Croí Lán Sauna,ChIJyw7kYwCnZ0gR5Gcypqxh--g,Ennis,Wicklow,Leisure & Fitness,"The Bog Meadow, Monastery, Enniskerry, Co. Wicklow, Ireland",https://www.croilan.com/,083 889 8239,5.0,26.0,ATCDNfVW-5RIrWPUwoLvXcXfuA2C0HmTKSH4KM29zbVup48cK0rC2e_aCy_dl_9jW0HLRRnVCUUUjTsQRNhjo_KGFcsKLKRaVU6qDmJ922FK1ifwQuN_kl863KLP9ULUgoYhMUDYqw7-a7jnymAb_35ETmKi8DPvQ3zILx3sVJemkNqa0jGaJSqcCaUOa6OJPVwz37cqA-Jg2f2p3p9M_AhSyVB12e_6xURjTEkv8rccbVLqo4MlV8WmJwOXyqWcfQUjeltFuGe2DjMh36H4jsYSEJ51HY3XHjdatPzc5d1yasrwTw,Wood,True,False,False
Secret Garden Sauna,ChIJZZ69TRw7Z0gRr_T__E6jVG4,Drogheda,Louth,Leisure & Fitness,"Dublin Rd, Newtown, Drogheda, Co. Louth, A92 EPH2, Ireland",https://secretgardensauna.ie/,,5.0,25.0,ATCDNfWPS9-w3xnyGHMEjS8F1UNQKJ3w5-zvPCiCPkkIl06j0iQT4ivyEeVFrZU4v1KdcghWbMOK5lyWhrWtSuzErxlwMDNBUSFzskGYkzvmgzWzdq-8NbgQC4Fv0hwlcmdQCzyfr30x8baULgPMgabhdp_WSRHX4AiEHJmRKW8D1cwERP2Qu_akDLqNWiLfSXumd2ciE5plPVQ7DFyQC1BjmTQwbKe6x-dj9ovbmj6IU6Mz9rR201IANCuiR2NqQXQ3h3aSt4FrXQHL48wb0dprGXGMwwzoypE52lYqVEkBr6sz9xLl6eJevuM_v86AjYSioyY_3hzOluYlyENPpDgVAty1ZMcJc4g5gHFLSzRW_IO6mKr0fTwgmO3XrQGSoxyJoJuTrHRVWqlSRo_pCvHIb_h9CsGxFksvQC7bgpG40qBmTsYz,,True,True,False
The Sauna Shack,ChIJhyWFtkTXX0gRYa70Vu-6uJw,162 Glenpark Rd,Unknown,Leisure & Fitness,"162 Glenpark Rd, Omagh BT79 7SU, UK",https://www.thesaunashack.uk/,,5.0,25.0,ATCDNfXKxn6W38GUcIj2EaWk30c9uovndoTxxNz-wc_j-ZpGH0CkEVu17PEftyArNejnAXLXWYDA1iwfi4LvNqrqQyjkRAq_zHvSUNswhTolVvg82zDIFBHBXntjBIm4As1gEQmtYHlXkhltP0ANUXvrCxbn5Hh9Bb4rz6lSbeijYQnN3vb2yIxfhd80AiCTTBohzb4uaHvd2TDc_-zIU20sBhaNBVX8giF1EBrO8ZfqXwGFJFS7rmp6DRejctjY9slRuSFBVlnYClpZuX8AnxNKe7yB-1GHSIcozK7f5Uca5LjbYA,,True,False,False
Infinity Sauna,ChIJ_0IbENf9T0gRXVaM0hk4OiA,Murreagh,Cork,Dedicated Sauna,"Ballydavid Beach, Murreagh, Co. Kerry, Ireland",https://flutterwbdev.azurewebsites.net/#/tenantDetails?tenantName=Infinity_Sauna,083 009 1096,5.0,24.0,ATCDNfW-qW3IuD_y9Q1cdqLW2GkxfYal5xSW6ZuB7B9mNLAq9m6nJJcr3sL7kR96V8Xcs9Y06_7cQdPvqR31OcqUGCgOscQJVNn_p0bMfRz54hRndFmZXMwxjxDElhpg5xjTgqS7yPStx5n72d4nxWiZ-m0uMh9r90zNq9v33DCX4fv0OhGs0nSCDL0XtK7jE6wOwbV2eoqpU9B3C-5yMsktB0dVL-6ugzCNS_SIwbtW-k8xcIf5etmpXK8yQ-iYXSWwi6fMPCTlN9C0KQH9OByoMIMyxOesDyHDY6hAW6N6bj7lMg,Wood,True,True,False
Hideaway sauna,ChIJbekuhTgxXUgRCwbsgWvCWLk,Kilkenny,Kilkenny,Leisure & Fitness,"Hebron business park, Leggetsrath West, Kilkenny, R95 A0PY, Ireland",https://hideawaysauna.ie/,,5.0,24.0,ATCDNfUSKUmNXUzZgrAV0HC16KzSweNoK2RFKRdp0lAufNXVrZwAw3ZKNXHGV-XnUnEfwqkUp-d5t8bpT_ilc_CJ9Ynms1qUy_Z3c2ob268SoH5cJy-n4e6eBg3SwTQjv35Z3HbP5XaaH-q4DBcvyub2uQWbIxcgry3JSGEQ9aWN_15Ty5pRosWGe76VC0HFLmYR2JNmOJj-O8Sp921uTHx51LKG_Y4f2s357Gy7MrnRYhHxgIQsvZBhf6mAuNlDMlCDE8M65RufM4d48-v7O70aOmX4xTNdPRRsSWAwcMZMuMbScQ,,True,True,False
