name,place_id,address,city,county,category,lat,lng,website,phone,rating,reviews_count,photo_ref,heat_source,cold_plunge,outdoor,private_rooms,business_status,types,summary,reviews_text,fetched_at
Béal Geal Sauna & Coffee (Splashsports),ChIJYyUPdc2tWkgRNr1LiuHwAGk,"Magherabeg, Castlegregory, Co. Kerry, Ireland",Castlegregory,Kerry,Leisure & Fitness,52.2805085,-10.0251934,https://www.splashsports.ie/,087 277 8236,5.0,6.0,ATCDNfWPc1AEfk6Se6lkS4i4CrMHcus7GUlx3kVXNqn1Z_hlAnNREtMx25pAXsY3cBYZJsLQaa65Jm0ZC08vEw-Tq4kCW_lMIFLdkeUDjacSYWFXRG3THFIqyZC7jXsQ09_x2bcxMHwb2TIYhiAB14lYOl2x-Q9hr3iG8iou7A_b3fwTc1b44jNW4fKkLMr6Op0HVLBy0E4JrxdfqvcO-gMxmdITx2SP82gkOfNDR01IU23P20TpuKHqHp3Zrba-5slsw_9EhM0rkZLBo85CySLe5lG_bcDZwVZH4s3uFthyUoazug,,True,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"A must-do when you’re in Castlegregory!
An absolutely fantastic sauna experience – breathtaking views from the sauna and incredibly relaxing.

The sauna was spotless, and the fresh water shower was a bonus. We also loved how easy it was to access the beach for a cold water dip – so refreshing!

Booking was simple; we reserved our spot online through the SplashSports website.

We 100% enjoyed the experience and can’t wait to return.
Thanks to all the fabulous staff at Béal Geal Sauna! || Went to Beal Gael Sauna today for the first time.  Had already been a few times this week for their delicious coffee “Ponaire”.  But had yet to try the Sauna.  What can I say …only fantastic!  From the minute we arrived we were so well looked after by Charlotte and her team.  The sauna was lovely, and a great view of tralee bay.  When you need to cool down you can go in the sea a few short steps away, or in the refreshing shower directly outside.   Can’t wait to go back for more coffee and Sauna ☕️ || The sauna is beautiful and staff so so friendly. There’s a shower to cool down and also a pier to jump off if you’re feeling braver. Overall I couldn’t fault it! 🔥 || ⭐⭐⭐⭐⭐
Did the new sauna at Beal Geal Saunas in Castlegregory today while the kids were off enjoying the trampolines — absolute bliss! The whole place was spotless, and the freshwater shower afterwards was incredible. Such a peaceful, rejuvenating experience. Can’t wait to return tomorrow! The staff are amazing so friendly, I hope your new business is a massive success 🙌 || ",2026-02-14T09:43:35.299987
The Hot Nest Sauna,ChIJeZrBpfhhZ0gRtxeswQPecFs,"Derrinydaly, Drinadaly, Co. Meath, C15 FN79, Ireland",Co. Meath,Kildare,Leisure & Fitness,53.5325542,-6.853522799999999,https://www.thehotnestsauna.com/,085 750 3649,5.0,6.0,ATCDNfWjpwyYTLMzyYIHo1zS8tGTLVSQAfQygqJgpym2CC96l1nv8gODq84oyfwy7kr6Z69UdzQd4XEL7WRnMqxQroA0MMuSrp9O1JA10eTCgvfn8FkZbQtmRDciytntWxfUTkRwLDrzQE3dMkKtNv-NFE8oTUuGqoaTt_J0hwoAXcyFtm42DJiH4SOrhKe_uXkNiiHtxrh-GN1cZp8YODepx09XNjxcM4fCOfcYO7j_TnbgVecTkOBNY99bs1PxyfJERgOtdEpflbBMDBhnLPoslzZzS9xOJhcDfI8vH2sEM2uQdg,,True,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Lovely place, well looked after.
Spacious sauna for up to 6 people.
Cold plunge and hot tub available.
The owner is friendly and helpful.
Recommended! || Brilliant spot. The sauna is the best around, and the outdoor hot tub and plunge pool are brilliant.
I cannot wait to get back there. || Absolutely fabulous, hidden gem, more like a relaxing spa hour 😍 the finishings are fabulous, loved the sauna, cold shower, hot tub and cold plunge, so relaxing and refreshing, definitely will be back || Super facility. Very quiet and secluded for a lovely peaceful experience. || Beautiful place, I highly recommend it",2026-02-14T09:43:42.021231
Barrow Sauna,ChIJWw8fdwAJXUgR5S3BiRlmrsE,"4GFX+FV, Glenbarrow, Boleybeg, Co. Laois, Ireland",Boleybeg,Kildare,Leisure & Fitness,53.1236718,-7.4502694,https://www.instagram.com/barrowsauna?igsh=MXRoMG5zMjFmdmhoNg==,,5.0,6.0,ATCDNfUSPbpAI2fM92T9kaFKGNlj7l7X3xQPUr9LJQ-jXAC5P6D0EZS62Bav-lL3RHKAqvBlRLqkQkir8bqPUPwW-57WQp4adMilD_pIafYiU-j_XIOC6aYo9-MHb3W53O7PidwCnhJT9roTudWw4b8Sr1RRSee8Kae1VftNOhPlr6c3gIfbGiWg8weTAhA6-PHN9EzL0Vplgt3LF8AynzMQJz5EeJGgGfdy28sL-AlrSxTg0Z_DdMf4V81Sbuy3DKtSJP7V0kV7BrvTc3zteS640sqClaayT7H0HTLrqzsCrFT9oRSYK_1AzI5blfUfABrLEF3txQQGMxU-UQi9FaW0ku4tTFSQNk_ACiaR4Sn3BnZ355GLi6z4__3j08W1B1ePaUzgzsMBGm-SNZpmQiYVHpJCqxQfZe1ghOzHi1v27vvZByDZgS29aNVRHedo3utY,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Been several times at this point which shows how good it is, fantastic facilities, staff are very nice and the location is just incredible, the best time to go is at night time because the lights around add to the atmosphere || One of the nicest saunas we've been too. Sitting in the jacuzzi looking up at the trees is incredible. Lovely staff, relaxing atmosphere, clean and perfect setting || Was so great,middle forest that make so quiet and peaceful time be there.. || Beautiful , little place of relaxation 😌 || Great experience, loved the jacuzzi in the middle of the trees. Lovely to do after going for hike.",2026-02-14T09:43:44.649347
The Stove Sauna,ChIJsx0ntordQkgRdZ1qrDBOW_I,"lough (lower lake, Ballyscanlan, Waterford, Ireland",Ballyscanlan,Waterford,Leisure & Fitness,52.1756259,-7.206870400000001,https://www.instagram.com/thestovesauna/profilecard/?igsh=eGE3Y2Z2b2hsNW5x,083 484 2791,5.0,6.0,ATCDNfV9nKAC_26YRF9jvA0yiEeBMOZoe0g9Bz0rLpnFr7R6dd6iHguGlqTzPByBJcvTAxxKgwcRmzl8qD4kS5VoCvQ6BAoCwRsNT3eCyiHKFcsrZGbo1ndruJOlc8i6cwFN1e0h1fbHRIu1Ys_HQpJhtdcjotH3HhPom7V0LGRvIUgZrKJMctjinb8J0a-RXbIn6pE4yK1RFjfyjRJw29-XVOqK9YC53L3so5rl-LaYPFKEfrA6_cZlziy-XMwU18tmPo4MH9hBX_hxB7Y4q8hBIylq671PXvJO6WQD9hzoGdgnaan9T_7-lHXAkWNLeTb0stkZvALS9UbJqi6PFlrMqrk2hQeCf9F7yKEocMkegzocbzJLMs5_PXGML74pPomAznJo7J7RkDyxfxUWFB-ASaBSkyTgDCXmsQGcPizLdFzvmJUq,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest",,"Absolutely beautiful patch of land right beside Ballyscanlon Lake. The 55 minute sauna sessions are perfect for mixing it up with some cold therapy whether that be the lake, barrels or rain shower. Highly recommend! || Gorgeous wee evening session.  The lake is very calm and the view out the window of the sauna is incredibly relaxing. The lads are very sound and helpful as well! || Fantastic experience super friendly staff amazing setting highly recommended || Best Sauna in Waterford - Slay || ",2026-02-14T09:45:44.978745
Project Sauna,ChIJzXIi7FxJXEgRGRYAwyEO_j4,"Buccaneers RFC, Dubarry Park, Cornamagh, Athlone, Co. Westmeath, Ireland",Athlone,Westmeath,Leisure & Fitness,53.43527539999999,-7.923197199999999,https://projectsauna.com/,,5.0,6.0,ATCDNfXjjjraUf8CCi2bCjLKSWtn_Vbm6k4MqLJggX4nCemjxuObAvzgjlEk1QWt3UdzJbsLh056hZZ-35XdhNLr2vbDQSPQSMzou15nZmh9OYiRTr6_YveFseqVWtmwtBAOL3ny7fD3Rn-1XLro1onpwoBq0udiEVww0HDgi4goZK_JK2ScbjjbAiBUVFjzbhhVe1Aacb0RkR-kBx5GMUAoRvEzp9TBIzZMUC4ghuUz2eGgO8GCyKlmhV7xB-oH1844Vkx_FiIn0Rc7Iu12Nx9zqc3j4hL1Ku-2quB67Kq5epkUeQ,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Really enjoyed my time at the sauna. The place was very relaxed and super clean. The coffee cart was a great bonus too — the coffee was really good. The people running it were really friendly and accommodating. 10/10 experience || Brilliant recovery session for the weekend has everything you need. Super friendly staff and lovely coffee. || Great for recovery and for a good challenge, lovely staff and coffee van beside it , great set up would deffo recommend 👍🏼 || Class spot || ",2026-02-14T09:45:50.710407
KC Fitness Gym & Infrared Sauna,ChIJwUb2S81bXkgRa4DtTRDLMRg,"Unit 1, Tuam, Blacklion, Co. Cavan, F91 EEP2, Ireland",Cavan,Cavan,Leisure & Fitness,54.2918514,-7.879343800000001,https://www.instagram.com/kc_fitness_blacklion/,,5.0,5.0,ATCDNfWYDXCy-lcgyaTn-_WjW11Qm_hMZxsEv8P1MhWOobDythfKb4WSNgtqLnFShDIU14UYtYGrBaYq_LxTnIVzFdXp-oOA41-aCH2HqPsb3i_w_osDIPkCuX_-CkWTAHBUa34RikOgccXgIcHq5hqbNagtv4XKSQ5xPje7BOus2TB_3h1dcP720a83AYrKPzm_VTXj2i4CQJDeZchCcWUSwQaQzO1g7KU8CUNDHrC3AAEdrtPJ-8H-LKeGWzplI2flDJ-Px4L2HVz38L04VTHE9IjPMri9b7-HJGiQuwKEa76_mg,Infrared,False,False,False,OPERATIONAL,"establishment, gym, health, point_of_interest",,"Brilliant Gym.  Kane is fantastic Gym instructor great work with . Great place for your  mental health and to  lose weight or just enjoy Gym. Great place to meet people.  Overall great Gym to go ... || Great gym, fantastic trainers and choice of classes, great facility to have on our doorsteps. || Lovely welcoming atmosphere in this gyn with great  instructors ..it's a gem of a gym || The best || ",2026-02-14T09:41:55.937183
Suaimhneas Saunas,ChIJqYXlzj6bREgRSXQW0XXlBtk,"a2 Blackrock Rd, Dundanion Ct, Ballintemple, Cork, T12 E6E4, Ireland",Cork,Cork,Leisure & Fitness,51.8969096,-8.4207466,http://www.instagram.com/suaimhneassaunas,087 635 1100,5.0,5.0,ATCDNfWbhJa6zlIqGuo6jlN1VJmhQqc8NOzueLH5c-WndvWm3pYPwq6tTgfV_PpcbnInR_jRtdxMvi9Z2b3yxyjLd9sapi57xSTapPV8gvPTcFyFG_k_duwXDAIfC9q6U--HPGPdauNUc7IGpGjZmEL-zJX2G-rm-r0UMBqJekapZXUu8QJ7USdZy85ODdEK7CjDSOKb8kN1LLeSBWI8YZ50dVb2vwf8qChv2H5EVPUNAfQ7HBnQO_3yKn2p-AhijtCHsiZteL0wrftkudwXYXMS2O-huMVG_ucyN2U9AUettQDr0QWvHTlNuNiBRSpd6beB4CpotA9XsHcffQnIK7V39-1I_Bk1NISdr7gyRp9UWMmLuD7RNmBzsX84iw0YvrKjPQl_XASfS05hb0UXPDO6KT3oKSYzO8sBrZw_0XLxKHkcVQ,,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Lovely place, not quite the beach, however if you for nice hot sauna that is a good choice. Clean, spacious and hot. Shower with clean cold water. Safe space. || Great spot, always super warm I've never seen it below 90°C. Brendan is a sound lad too || Best one in Business. Friday's become one of my favourite day in week. Good location lots parking. Recommended to all. || Great spot. Will def be back. Big Sauna very convenient. || ",2026-02-14T09:42:23.009183
Sweatscape Sauna,ChIJLxyton07Z0gRXnWQBmh35J8,"Pairc Ui Rís, Piltown Road, Pilltown, Bettystown, Co. Meath, A92 XP60, Ireland",Co. Meath,Meath,Leisure & Fitness,53.6958014,-6.2784698,https://sweatscapesauna.as.me/,087 390 6234,5.0,5.0,ATCDNfWOcVpwzgRV3nVMtafEnZEvxD88B_UR9b325Q-2Kqnu2aDPtk7tU7D2uDlaD8y2aYHwWhKreUUyRhvPc_woYYPdonqIHgVQIyM0ihqtkK6YsY-9yqbUSQwBiU4jdSAuW6cHty2kDzxac0Z8Is4wctM3POJ9XRFCP5wwvREBMZWo3F2r1TWef9UiOy9BxeHXKZd0GyNmZAPGaKs7_t6AtrrirOb0hBxGOlAAnM0FtwDtAgXdyaZ5_HBpRudkbFq51ZoUD1fZ5lKrINnqNhnQmK9Ro39_dexp7Jwg9h_Zwk-yCw,Wood,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Authentic sauna experience. The heat was intense in the best way, and you can tell they use proper birch wood—there’s that clean, warm scent that fills the room as it burns. Everything felt genuine, from the steam to the atmosphere. Definitely worth it if you want a real, traditional sauna. || Really lovely time in the Sauna, the plunge pools are amazing. Class set up, and lovely staff! || I had a grand experience! The sauna and cold plunge were perfect. I'll be back again || Had the most relaxing time here the girls are so nice such a cosy atmosphere wishing them well for the future will definitely be back || ",2026-02-14T09:43:03.829955
Rossbeigh Sauna,ChIJi7VyqsRbRUgRLL2VtUsOW7U,"beach, Rossbeigh, Co. Kerry, V93 YY26, Ireland",Co. Kerry,Kerry,Leisure & Fitness,52.0535494,-9.9763274,,083 159 4949,5.0,5.0,,,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"It's a personal relationship with nature, yes it breaks my heart too! I want to learn as much as possible of how great Our Creator is. Amen. || I absolutely love it here! I have been visiting nearly every week since they opened, and each session leaves me feeling completely rejuvenated. The staff are incredibly friendly and welcoming, always making me feel right at home. The coffee is delicious, adding an extra touch of delight to my visits. I've also participated in the yoga retreats, which felt like a fabulous mini holiday right on my doorstep. This place has truly become a cherished part of my routine. Highly recommended! || Especially great service.Excellent place for relax and have a good sauna time.Even I was  late they gave a small  bit extra time.I’m so satisfied and happy.Thank a million 👍 || Great experience. Having 2 ice baths, cold shower and a changing area was a great bonus! Can’t wait to return again! Lady working there was also super helpful! || Amazing experience, great views, extremely friendly and helpful, ice bath and sauna is a great combo and a cabin for hot/cold drinks and snacks is an excellent addition too 10/10",2026-02-14T09:43:35.060974
Tide Side Sauna,ChIJk7YrzEHFWkgR7sTKgm3aiN8,"Sandhill Rd, Ballybunnion, Ballybunion, Co. Kerry, Ireland",Ballybunion,Kerry,Dedicated Sauna,52.5109991,-9.6771931,https://wunderbook-production-mobilewebapp.azurewebsites.net/app/Discover?tenancyName=Tide_Side_Sauna,087 640 5720,5.0,5.0,ATCDNfV2JPlPKd8oOs_erLiHRw8WmNz_mD9eLsLTE774CxiLd_7yczv5c_fo8GE1SuyvYHvCNelq09mG8ppNSRHHGJt3L15dooti-ri7cURPi69o-c3e7heOMX7N3BbmJH3_CCNw6owKviIog5bW0K7p4vEO5HKBDNi7hHAyu2TgrN5SlTMGS4gsqCx7OpetMm80BndVPmWem_LpBkEpSdJ7GKOaohZNZIevMiJ0q_7RYj43GHbGaNGvUEUQ-6pc1X7DPe54IS0fv0YKNXXfPfV0niYm5kB_MjYB-L9TXHHSZJYl5Q,,True,False,False,OPERATIONAL,"establishment, point_of_interest",,"A must visit if you are visiting Ballybunion! Unreal location and amazing view from inside the sauna! It’s right next to the beach and the marine! The sauna was lovely and hot, and the cold plunges are kept at a nice temperature. Plenty of parking nearby also! Great service and sauna experience 👏 || Gorgeous sauna experience, really clean, nice and hot! And a lovely community spirit really friendly :) would highly recommend! || Fantastic sauna in a great location! Views are spectacular at sunset & easy to go for a sea swim during the session || A fantastic sauna experience in ballybunion with Tide Side Sauna would highly rec ! || Perfect!",2026-02-14T09:43:35.512706
The Sauna Society,ChIJ8-vXqHifYEgRjZR9f9o9BC8,"Hollywood, Lake Park, Mullatishaughlin, Ballinode, Co. Monaghan, Ireland",Monaghan,Cavan,Leisure & Fitness,54.2661299,-7.0658227,http://www.thesaunasociety.ie/,,5.0,3.0,ATCDNfUMsybRBGld0pPL0PqrX2uotu5bJQAVF7p33lG-oE0crH5qfhqepsB6dE2pwC6_qN00qmRw3QTVh6nieB_Fwu3rxKrT2f1Zl-QwquAxsPSFP-Gy7yxRLARL4v0ASOhf2c9FLih0Ym6VrUlx_l_MK1gz9K1jA8FJhYtjqDowwN3Se5WsImt3ik8ROMC9tzrbsqCuQxcC5AXAfonNUafwVEJm1f6J8ILc7IT8gdbVw4ZW4TnA4OMOk_s7VHL23Li0eHkmiH9rgPJxvmlfJsqYUM-Wvf7OLHy4PdfNzNzpoBuztw,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Have been a few times, always feel amazing afterwards! It’s a gorgeous new addition to the area. The sauna is really spacious, warm, clean and has a great view of the lake, especially at sunset. There’s changing areas and toilets near buy and hooks for your towel. The lake comes up about chest high where you get in so it’s perfect to stand or swim in. || Gorgeous and peaceful spot that has really brightened the park || ",2026-02-14T09:41:55.580529
Sauna,ChIJQefekIdvZ0gRiH9lZxeoNZM,"Carton Demesne, Maynooth, Co. Kildare, W23 TD98, Ireland",Maynooth,Dublin,Leisure & Fitness,53.39229659999999,-6.5641664,,,5.0,3.0,,Wood,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"There are two cabins here: a steam bath and a Finnish sauna. I find it a bit odd that many guests don't put a towel underneath the Finnish sauna, and instead sit directly on the wood in wet swimwear. Signs or staff intervention could help here. ||  || ",2026-02-14T09:42:57.420162
Skellig Sauna @ St. Finian's Bay,ChIJieuGUgOTT0gRYtkgE-qKYLA,"St. Finian's Bay, Rathkieran, Ballinskelligs, Co. Kerry, Ireland",Ballinskelligs,Kerry,Leisure & Fitness,51.8457562,-10.3346984,https://www.skelligsauna.ie/,,5.0,3.0,ATCDNfX6MgWvXyqO3lg7q71WYzG4v5cPA9u8jvpFjT2yQY9Upoejce1SwvOx56FztBMHs8klSHpSlm-laxIwtrFuDe_o6lnO0BS3PeaBP-EPfxj-TA29lWklGeaXI42ElMdt-TBJ6_lDH1RdEpXqt3arRXz8JtPtEJKoYCniySP4wFK8oSsTiyKGtI3BBUmz3dY3PyB4HJjTffkv8v-At41AdHzz3oa5CVN6akmvjbCjfGgwK4YIRtcKXfXzqZjIObM26OC-OPM--qFfm6q2zTbmzYLpgq-9-OXYpczt3l0e1KV4MrUg0Nsb8LbzKpslfDCt_dzldkR9VY9n5MjLlj1abEjyt4OwPS4SmFwUkFHtM_0daTi5E3yE9AnAeGGo6Fth3STq_eG8ZqPhSd2lzM8g-LEwbmmJG-uxIO3cEYXNgZ-yvChQIPV1hteg-VOM1w,Wood,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"The Sauna is always spotlessly clean and in a stunning location with a great view. I’ve been a good few times and it never disappoints. The sea is a hop skip and a jump away maybe 2 when the tide is out.  10/10 || I've been to many saunas around Ireland but Skellig Sauna tops them all. St Finian's Bay is one of the nicest beaches in the country with clear water, white sand and the Skelligs in the background. The sauna is right on the beach so you can take in the view while relaxing inside. Colin and the team keep the sauna in great condition and regulate the temperature perfectly. A must do if you're in the area. || One of the best sauna views and locations in the country! We Popped up to driftwood afterwards for dinner and drinks",2026-02-14T09:43:35.442843
The Sauna @ Lough Boora,ChIJzyy2apZVXEgRgBaWDQZy_bg,"Lough Boora Discovery Park, Lea Beg, Blueball, Co. Offaly, R35 K2E7, Ireland",Co. Offaly,Offaly,Leisure & Fitness,53.2225927,-7.7292166,https://calendly.com/the-sauna-at-lough-boora-/shared-sauna-experience,087 138 7812,5.0,3.0,ATCDNfVZr9F9wsOH_1d9MpUNyVvDyCtFKBNfso7mJ6xjzHdOVHr-4d7R9z89BuvwQ6UQI8xIEmCby4yvXG0sJxril_uHMLZHMQVdVrTmBz8jaWr81U8xYyyc-Sl0p0gojZyqpGHSCGtd-H7JwOrxcvp-yYqxBjgg9Kh2iXHMwy83CRPcIKJ_dYl2hpObzQSqlwha0wue6B5tKRG1rZix8WuNKTC_Hstk3sCcWtvPKExZojm2IMHqplpkyvDTkxK9W0w7LLIstR8qBfvpZJo15aOvIrxlx3ja7bRuF1UXWp45LJTqYA,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,Brilliant setup with peaceful beautiful views. Lovely staff. Coffee/food nearby aswell. Lovely walks around park. Great spot || Nice hot sauna with scenic view of the lake and 3 plunge pools || Amazing sauna and lovely setting.,2026-02-14T09:45:13.175017
zenzonesauna,ChIJl0hueEilYEgR-tq5Os20RK0,"Castleblayney Rd, Cornamucklaglass, Co. Monaghan, A75 YA24, Ireland",Monaghan,Cavan,Leisure & Fitness,54.129576,-6.896917999999999,https://www.zenzonesauna.com/,087 452 8662,5.0,2.0,ATCDNfUA01UIIAoDsSXPqw1hZawmDuMmKHsecmn_8dU9NBjb4oUSK69LYUE6UcyabP6CSVaUBTVk-6D9qRTBuY1cRr6CQeP03aF1DM2zkDBumO6MslcV8W5xE4TJLbRFsFB21FXfAwm2di8FISN4_ea3Fx1XiWkvzVrwf63_wtH9jo6blZ-E8kdFEUwxtBwinjVueefX60w35OA9NMLoUiVRPbkdyfDbHUUaRDYgwQTHfTeeg6OIbHEIL5FmQOhDyA_CCBGXsbUAHq7fzeiadQrl2yYFZkjCfCAbFRsEMWJ7UG-fseiuLm_5uSJ2DaXYam8K-yYm3hVVKTiX4N-a22TwKULI6-G7RjiJUi75VAAluPvY_wcfajvU0EFoU5bvqi0txQcwrgPUu70KS-Re-aa8YAzaAhj6TYrSx-lAokX4ezGoQQ,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"A really nice afternoon activity, well looked after and very peaceful || Great Sauna in a perfect spot.",2026-02-14T09:41:52.191471
SOUL FIRE SAUNAS,ChIJ02d3WfTdYEgR2xHORdiA7_8,"52 Armagh Rd, Newry BT35 6DN, UK",52 Armagh Rd,Unknown,Leisure & Fitness,54.1867472,-6.343907799999999,https://www.instagram.com/soulfiresaunas/,07841 641000,5.0,2.0,ATCDNfXnhIyqkH7Hm1ydcfOUP1g3iwhwdGiYQoiMwDggXYYfq2ug2tVCvhaPHhMj7b1hbFBuU5AStUPsBfFRrjr1-S7CsNn8HAdmZCz4cdHpX5wTWyWTcPzZpUHrcDvWt5TZu0AMzcbEGaXaPzdlyXjIoowDL6z-gfWYoHLV4FyTc03NPL6Ld1baroSlrJ6CPVVgHtVTFIHwu-Fij9GqXX2X4LPCuHb4AW8qe8eOi-5YCuAPU-iXP8MsPlJX-xltGFNvW-Q0g0CVzSnl-wmhvNin-AlBT3ymaVq7KYJEIjmtdx6Plw,Wood,False,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"The best outdoor hot tub, and hot enough wood sauna experience in Newry. I love it. || Very impressed with the facility. Hottest sauna I've been in, great set up will definitely be back, 100% recommend",2026-02-14T09:45:11.761412
Sauna 66,ChIJXzrrwNYLZ0gREkotFdSWQZk,"Wellington Ln, Templeogue, Dublin, Ireland",Templeogue,Wicklow,Leisure & Fitness,53.2969088,-6.328626499999999,,087 102 5144,5.0,2.0,ATCDNfX3YAE4fOg21gpq6KUMuDcoHIg0zHBcsHYBtoA794BCeWldmv9yR3i9WBy7eq2lUzhzk0YmekqgCzm16A0qJZM2BkutbBHIHN1HXrbIrafHjGaTzrAyNhkH1r6RL7ZmkPVYkT_nvSxDOOZXjpYvNSh8vedfIZfDU7lRkNwMbZfPfJ4kXVxVN71hB09IHcvW5_1zxYAIBrLswQqyV_tMNRneNHKWnyjRO0WwXovzvCVgCRYxE6MubxLmHL43fqH4VplX6hDVNnMay6p_ctdvSJlemzftnm-A5GzOyUiBQ7ihDA,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Class sauna, great owners, 10/10 || 10/10",2026-02-14T09:46:14.679752
Live Lagom Sauna,ChIJnTtyT59pXkgRg5JVcaPzDXE,"47RX+3R location on N87, Lake Car Park, Brackley, Bawnboy, Co. Cavan, Ireland",Cavan,Cavan,Dedicated Sauna,54.14022259999999,-7.700375699999999,https://livelagom.ie/,083 022 5026,5.0,1.0,ATCDNfV0Cd0FTrwoObIvbDLAPms6AKRSe5TD7PcSy1oLpJF_8qGbjZlw-nuDoIShvOw09QiXeG8TyOvqvtmkm4gxit3nhxhjyPHiEhCjfWZDYnBs49TUTHnY1Nd99c12Fh6hy8Zg01FN9byfsbwyCjUyt7H3CbI9GS4nL462HQdC6UnuTxKbUKXiIavm9DjLQbR1wgSSdF7kM7xF3HWYKvx0lSlIiv4vgI1WpB5w5UQ1H0YFNWIMTkirCRrcTeN4Ka0bx6fs5hJNqaznaWF8rN12e7G3m7RR4uiSqOywkLSksFG6rQ,,False,False,False,OPERATIONAL,"establishment, point_of_interest",,"A peaceful escape with a personal touch
The Live Lagom Sauna at Brackley Lake is a true hidden gem. The location is absolutely breathtaking – right by the water, surrounded by nature. The sauna itself is beautifully crafted, warm, and welcoming. What made the experience even more special was Didi – his calm energy and attention to detail make you feel truly cared for. The contrast of heat and cold lake plunges left me feeling completely refreshed. Can’t wait to come back!",2026-02-14T09:41:51.371067
Sauna,ChIJzXkhNPbrX0gRE3LyC4uYaPU,"Letterkenny Retail Park, Paddy Harte Rd, Letterkenny, Co. Donegal, Ireland",Letterkenny,Donegal,Leisure & Fitness,54.9468387,-7.7328044,,,5.0,1.0,,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Amazing, just amazing. I loved it. Like really loved it. 15% more than I loved other Saunas. Thank you.",2026-02-14T09:42:39.698527
Sauna In The City,ChIJzYxigLMPZ0gRhTRwvUOlmjo,"D2, 50 William St S, Dublin, D02 DE93, Ireland",Dublin,Dublin,Leisure & Fitness,53.34153389999999,-6.2627597,https://www.saunainthecity.com/,089 211 0376,5.0,1.0,ATCDNfXlTg9Yop1cV8ibgIATa-BStm5GiAKtqi0IXcEcyJF7n7-ofo9VnywdbnYf39a4UjyxzIp3R3em-_wbeYUaSpxqKuohGfAaWVYowekOVAszQIfgfKRdt2AkvRfJtYPK5ot1mKIKAYXoDhd8sCGbb_TU9QAlRu4REnr4DXitiThdxYCQveQii_oESue63OzXkfzrmFCQPfQfYUbL7m2KxNJS9qvCVJlc1BX6VR73eKAJMV27-DYf0tX8sfanOeHQV-wJNfOUvjbVP30c6MWMy-oac9VfWH6ii-BguPeMLo4_BA,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest",,Amazing 👏,2026-02-14T09:42:54.151675
Loyly Sauna,ChIJNaN-QdB1Z0gRuabT2px1F7U,"5 Old Belgard Rd, Tallaght, Dublin, D24 WD00, Ireland",Dublin,Dublin,Leisure & Fitness,53.297608,-6.3716598,https://www.loylysauna.co/,087 035 6077,5.0,1.0,ATCDNfVx1V8RApWzxbfAejnr9WkW9yAysYc0cQ17FArxsafoTe4124k-ETHG8mH8zzKibNfehmORaobcQkxVDJ_uQp6VjJ2F4hIewrcxTUt9U7YHqGqZYsQ4Fd-XAxp0vKf5MhKLefZKq6wtZWgCFxuq2_xmrhd5WiguLeefoRKXmlvn5jJMyzmKKTWUZh_H3Mcma4DiuHhG-P2L4AWHhySgtuu2qBtRB5sEnhFjqM5-mE7IUxyn3VeiEjtlteJRoR2VtARMwAm-QYvofVBilAI8ujId4Uy91eyrfg4gf8nQMD0gFQ,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"I had a great experience using the sauna here. It’s small, but everything is new and easy to use. I was lucky that there were only a few people there on Friday evening. The sauna is located in the paddle club, and if you’re a member, it only costs a few bob, for everyone else the price is 15€. The staff are friendly and helpful. The only thing I’d suggest is adding a hook and a lock in the changing room.",2026-02-14T09:42:57.118186
